Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 887",-1.041957841246e-01,-1.888099019646e-01,-8.363689450023e-02,-1.051730074644e-01,1.076805648207e-02
"                 888",-1.036287819499e-01,-1.888332258305e-01,-8.378945496160e-02,-1.050437708689e-01,1.062715795363e-02
"                 889",-1.034204188014e-01,-1.888862498526e-01,-8.391858432643e-02,-1.049676655261e-01,1.052454059985e-02
"                 890",-1.034054582782e-01,-1.889340461859e-01,-8.403299332636e-02,-1.049010528595e-01,1.043402976657e-02
"                 891",-1.032821047085e-01,-1.889850597701e-01,-8.416209124138e-02,-1.048229685287e-01,1.033043864367e-02
"                 892",-1.029832142832e-01,-1.890653623713e-01,-8.433539876258e-02,-1.047299636087e-01,1.019728242305e-02
"                 893",-1.029671611451e-01,-1.891721054432e-01,-8.444247441978e-02,-1.047296310234e-01,1.014357830182e-02
"                 894",-1.033737372804e-01,-1.892423734107e-01,-8.444584415598e-02,-1.047965292547e-01,1.017534254937e-02
"                 895",-1.039675112721e-01,-1.892433363890e-01,-8.437362234232e-02,-1.048697140467e-01,1.024804585219e-02
"                 896",-1.046051336359e-01,-1.891943652799e-01,-8.427789716863e-02,-1.049164681112e-01,1.031928547130e-02
"                 897",-1.050150614382e-01,-1.891161111657e-01,-8.418855645689e-02,-1.049275547088e-01,1.036949912594e-02
"                 898",-1.052788630977e-01,-1.890697645431e-01,-8.412259159623e-02,-1.049471729469e-01,1.041229067534e-02
"                 899",-1.054499341760e-01,-1.890560430567e-01,-8.405715571121e-02,-1.049988873454e-01,1.047086581712e-02
"                 900",-1.059458712072e-01,-1.890985397347e-01,-8.396109846304e-02,-1.051374412716e-01,1.058817140429e-02
"                 901",-1.064664092250e-01,-1.891190569133e-01,-8.382288197570e-02,-1.052961749376e-01,1.073664648097e-02
"                 902",-1.069823320505e-01,-1.890880880908e-01,-8.364804789023e-02,-1.054400402006e-01,1.089599615517e-02
"                 903",-1.074301693730e-01,-1.890274583031e-01,-8.345974347696e-02,-1.055677148261e-01,1.105398567458e-02
"                 904",-1.078323174405e-01,-1.889905831081e-01,-8.330294386288e-02,-1.056876392452e-01,1.119234769115e-02
"                 905",-1.079636918094e-01,-1.889926121766e-01,-8.321534051306e-02,-1.057772716635e-01,1.128096557525e-02
"                 906",-1.079264017303e-01,-1.890150336918e-01,-8.318647232809e-02,-1.058285613637e-01,1.132104451782e-02
"                 907",-1.078964288167e-01,-1.890700389639e-01,-8.318124122798e-02,-1.058887977359e-01,1.135377825395e-02
"                 908",-1.080598956023e-01,-1.891702171681e-01,-8.318547916540e-02,-1.059847380027e-01,1.139962941866e-02
"                 909",-1.083542930389e-01,-1.893107679128e-01,-8.319010452953e-02,-1.061206633832e-01,1.146527942685e-02
"                 910",-1.085762857909e-01,-1.894713564229e-01,-8.323786228229e-02,-1.062334941406e-01,1.149781592915e-02
"                 911",-1.083786392018e-01,-1.896299681450e-01,-8.336500652402e-02,-1.062649616210e-01,1.144997754849e-02
"                 912",-1.078394241871e-01,-1.897655633137e-01,-8.356209381584e-02,-1.062034694978e-01,1.132068784101e-02
"                 913",-1.069329207615e-01,-1.898442500827e-01,-8.379451522845e-02,-1.060497348542e-01,1.112760981287e-02
"                 914",-1.059694413571e-01,-1.898255150602e-01,-8.400875859178e-02,-1.058167564684e-01,1.090399893830e-02
"                 915",-1.052030387553e-01,-1.897871356670e-01,-8.418850816229e-02,-1.055986275047e-01,1.070505967120e-02
"                 916",-1.048289830694e-01,-1.897802580555e-01,-8.433545937478e-02,-1.054447986807e-01,1.055466965297e-02
"                 917",-1.047440485181e-01,-1.898343600762e-01,-8.446376466228e-02,-1.053705954140e-01,1.045341537584e-02
"                 918",-1.048454025006e-01,-1.899096689445e-01,-8.457549413970e-02,-1.053341748048e-01,1.037934033257e-02
"                 919",-1.048541726647e-01,-1.899538606889e-01,-8.467274650591e-02,-1.052811141830e-01,1.030418383853e-02
"                 920",-1.048124482742e-01,-1.898743832612e-01,-8.471441894763e-02,-1.051599643135e-01,1.022277268295e-02
"                 921",-1.050099685776e-01,-1.897102109868e-01,-8.465906863081e-02,-1.050511423560e-01,1.019603686257e-02
"                 922",-1.055370565359e-01,-1.895103030759e-01,-8.452866610479e-02,-1.049816369711e-01,1.022648543316e-02
"                 923",-1.061574751488e-01,-1.893234644888e-01,-8.436422615264e-02,-1.049592383362e-01,1.029750609176e-02
"                 924",-1.066864667615e-01,-1.891348256616e-01,-8.419486409070e-02,-1.049399615709e-01,1.037254874010e-02
"                 925",-1.070080192940e-01,-1.889604346242e-01,-8.403534506003e-02,-1.049250895641e-01,1.044487225204e-02
"                 926",-1.073339945634e-01,-1.887740780200e-01,-8.385404831725e-02,-1.049200297027e-01,1.053299069274e-02
"                 927",-1.078267443172e-01,-1.885985449233e-01,-8.363706316326e-02,-1.049614817600e-01,1.066220929838e-02
"                 928",-1.082951299557e-01,-1.884097257656e-01,-8.340940777750e-02,-1.050003179881e-01,1.079545510528e-02
"                 929",-1.088137094745e-01,-1.882649868407e-01,-8.318409911113e-02,-1.050808877295e-01,1.094839430920e-02
"                 930",-1.092061130934e-01,-1.881531982609e-01,-8.299883969210e-02,-1.051543585687e-01,1.107775943832e-02
"                 931",-1.092097905975e-01,-1.880486522014e-01,-8.287081309356e-02,-1.051778391079e-01,1.115351300716e-02
"                 932",-1.089128080976e-01,-1.879415273667e-01,-8.279540129717e-02,-1.051461260696e-01,1.117536238620e-02
"                 933",-1.086359199143e-01,-1.878465072992e-01,-8.270779862737e-02,-1.051387086718e-01,1.121545502222e-02
"                 934",-1.084708241275e-01,-1.877903940622e-01,-8.263099713557e-02,-1.051593969267e-01,1.126419989555e-02
"                 935",-1.083902596182e-01,-1.877810190752e-01,-8.256946664170e-02,-1.052115524335e-01,1.132104289592e-02
"                 936",-1.083306612466e-01,-1.877865865775e-01,-8.253342338789e-02,-1.052531631896e-01,1.135986990087e-02
"                 937",-1.083980147722e-01,-1.878578106467e-01,-8.252560812813e-02,-1.053322025185e-01,1.140329719521e-02
"                 938",-1.082208489372e-01,-1.879066630083e-01,-8.256815792101e-02,-1.053385050873e-01,1.138517358316e-02
"                 939",-1.076535038608e-01,-1.879071980544e-01,-8.264945828938e-02,-1.052577397650e-01,1.130414073782e-02
"                 940",-1.067112470965e-01,-1.878651897897e-01,-8.277880091361e-02,-1.050863888761e-01,1.115379398124e-02
"                 941",-1.056990427254e-01,-1.878809780151e-01,-8.296113265668e-02,-1.049198453584e-01,1.097935635087e-02
"                 942",-1.050328935904e-01,-1.879973443973e-01,-8.317565559526e-02,-1.048216888020e-01,1.082301660337e-02
"                 943",-1.047652830465e-01,-1.881598312417e-01,-8.337214141370e-02,-1.047876898280e-01,1.070777420716e-02
"                 944",-1.047284491717e-01,-1.882973579747e-01,-8.353432002971e-02,-1.047630379450e-01,1.061435895766e-02
"                 945",-1.046658677706e-01,-1.883733464988e-01,-8.365335570603e-02,-1.047199907927e-01,1.053331754336e-02
"                 946",-1.045204704700e-01,-1.884135010879e-01,-8.376332715529e-02,-1.046501739326e-01,1.044342338865e-02
"                 947",-1.043366042395e-01,-1.884327864207e-01,-8.385509113305e-02,-1.045776952876e-01,1.036130207728e-02
"                 948",-1.044153617030e-01,-1.884263141725e-01,-8.389505397228e-02,-1.045312602002e-01,1.031810311397e-02
"                 949",-1.047250232324e-01,-1.884079866561e-01,-8.387986201251e-02,-1.045281246436e-01,1.032413131554e-02
"                 950",-1.051120808381e-01,-1.884546684565e-01,-8.388371463838e-02,-1.045709538182e-01,1.034361958989e-02
"                 951",-1.054123694918e-01,-1.885050572884e-01,-8.387862686930e-02,-1.046264304191e-01,1.037390177491e-02
"                 952",-1.056283680195e-01,-1.884884284342e-01,-8.384529832587e-02,-1.046431301083e-01,1.039891589123e-02
"                 953",-1.057396701495e-01,-1.883982775648e-01,-8.376824366853e-02,-1.046300338963e-01,1.043089511389e-02
"                 954",-1.058555292581e-01,-1.883044530284e-01,-8.367045586605e-02,-1.046339971623e-01,1.048177064814e-02
"                 955",-1.061762528229e-01,-1.882683384899e-01,-8.355314614309e-02,-1.047151923468e-01,1.058102310187e-02
"                 956",-1.067699567960e-01,-1.882982833526e-01,-8.342995716112e-02,-1.048683261915e-01,1.071918451518e-02
"                 957",-1.074510198515e-01,-1.883748396574e-01,-8.331173767188e-02,-1.050631019855e-01,1.087568215682e-02
"                 958",-1.079009264133e-01,-1.884473720205e-01,-8.324180340956e-02,-1.052055686109e-01,1.098188260070e-02
"                 959",-1.080507283672e-01,-1.884971757834e-01,-8.320451772588e-02,-1.052926580575e-01,1.104407016581e-02
"                 960",-1.081544316117e-01,-1.885606915872e-01,-8.318761383953e-02,-1.053730777477e-01,1.109273195409e-02
"                 961",-1.083493238781e-01,-1.886601346223e-01,-8.317136542218e-02,-1.054887692002e-01,1.115870188899e-02
"                 962",-1.086139318518e-01,-1.887725911627e-01,-8.317119951269e-02,-1.056013916500e-01,1.121509606866e-02
"                 963",-1.087991864697e-01,-1.888826077708e-01,-8.319404589105e-02,-1.056885618798e-01,1.124725799437e-02
"                 964",-1.089078111171e-01,-1.889937858969e-01,-8.325319755091e-02,-1.057405883460e-01,1.124369539752e-02
"                 965",-1.088053320055e-01,-1.890809307695e-01,-8.333367530113e-02,-1.057472554683e-01,1.120679008361e-02
"                 966",-1.085557392688e-01,-1.891537591728e-01,-8.344587295893e-02,-1.057078862138e-01,1.113100662745e-02
"                 967",-1.081079168743e-01,-1.891980776620e-01,-8.358216611451e-02,-1.056159115475e-01,1.101687271651e-02
"                 968",-1.076310701844e-01,-1.892229479585e-01,-8.373601017604e-02,-1.054869377824e-01,1.087546380320e-02
"                 969",-1.072167387633e-01,-1.892631638299e-01,-8.389074465263e-02,-1.053724191773e-01,1.074083726234e-02
"                 970",-1.070611912789e-01,-1.893382568715e-01,-8.403763518773e-02,-1.053006216838e-01,1.063149324804e-02
"                 971",-1.069547049524e-01,-1.894066450979e-01,-8.416680050201e-02,-1.052398445959e-01,1.053652204695e-02
"                 972",-1.069380729240e-01,-1.894239884598e-01,-8.425515162160e-02,-1.051688368382e-01,1.045684260828e-02
"                 973",-1.069559679744e-01,-1.893790631498e-01,-8.429109948290e-02,-1.050879636669e-01,1.039843209198e-02
"                 974",-1.069531892842e-01,-1.892781987731e-01,-8.430566907056e-02,-1.049725297026e-01,1.033343031599e-02
"                 975",-1.068924759019e-01,-1.891741937632e-01,-8.431136973259e-02,-1.048628240306e-01,1.027572714902e-02
"                 976",-1.069771655638e-01,-1.891373767649e-01,-8.432645216050e-02,-1.048109246044e-01,1.024223622193e-02
"                 977",-1.071801037834e-01,-1.891462432269e-01,-8.433072476113e-02,-1.048155184657e-01,1.024239685230e-02
"                 978",-1.075769444650e-01,-1.891539701022e-01,-8.430301228434e-02,-1.048509578179e-01,1.027397276676e-02
"                 979",-1.079891944234e-01,-1.890996618594e-01,-8.421801711967e-02,-1.048816447397e-01,1.033181381003e-02
"                 980",-1.083448353244e-01,-1.889570292625e-01,-8.407697844259e-02,-1.048800508199e-01,1.040153618865e-02
"                 981",-1.086720933686e-01,-1.887992393634e-01,-8.390208403533e-02,-1.048971553281e-01,1.049753564637e-02
"                 982",-1.091223193665e-01,-1.886876788287e-01,-8.372677319681e-02,-1.049609056319e-01,1.061706621756e-02
"                 983",-1.095910847284e-01,-1.886345703521e-01,-8.357405186868e-02,-1.050605184834e-01,1.074323330739e-02
"                 984",-1.099841169686e-01,-1.885908491287e-01,-8.345021045606e-02,-1.051406386727e-01,1.084521410830e-02
"                 985",-1.101045628525e-01,-1.885331437594e-01,-8.335477470041e-02,-1.051783690590e-01,1.091179717929e-02
"                 986",-1.100652626300e-01,-1.884620307261e-01,-8.328281675792e-02,-1.051792139681e-01,1.094819860512e-02
"                 987",-1.100982862444e-01,-1.883879357628e-01,-8.318656783410e-02,-1.052013679287e-01,1.100740004732e-02
"                 988",-1.103102558221e-01,-1.883317424989e-01,-8.307484661662e-02,-1.052568958823e-01,1.109102463284e-02
"                 989",-1.104184419932e-01,-1.882684940374e-01,-8.297427575538e-02,-1.052942182820e-01,1.115997126330e-02
"                 990",-1.102670960597e-01,-1.881703156911e-01,-8.291658392373e-02,-1.052537317674e-01,1.116857392182e-02
"                 991",-1.097510071426e-01,-1.880513822486e-01,-8.291114581992e-02,-1.051402364287e-01,1.111454530440e-02
"                 992",-1.090866955624e-01,-1.879123882762e-01,-8.293597985640e-02,-1.049764084198e-01,1.102021428170e-02
"                 993",-1.084260335998e-01,-1.877844209096e-01,-8.296136714232e-02,-1.048230537673e-01,1.093084331250e-02
"                 994",-1.078770882686e-01,-1.876636998645e-01,-8.298673868943e-02,-1.046769611750e-01,1.084511124280e-02
"                 995",-1.072618671087e-01,-1.875545394688e-01,-8.303183650650e-02,-1.045227029623e-01,1.074543322790e-02
"                 996",-1.066775858824e-01,-1.874545584134e-01,-8.309927339642e-02,-1.043552850170e-01,1.062800581028e-02
"                 997",-1.062314481818e-01,-1.873999086174e-01,-8.317400771370e-02,-1.042259009037e-01,1.052594659500e-02
"                 998",-1.060696458172e-01,-1.874325586123e-01,-8.326371614469e-02,-1.041688424676e-01,1.045256316146e-02
"                 999",-1.060865029949e-01,-1.875348129970e-01,-8.335255489658e-02,-1.041822581004e-01,1.041485160190e-02
"                1000",-1.060376871217e-01,-1.876107567334e-01,-8.344302345021e-02,-1.041677332832e-01,1.036235491648e-02
